+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                        ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst12|altfp_convert2_altfp_convert_bqm_component                                                                                                            ; 33    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst12                                                                                                                                                       ; 33    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst14                                                                                                                                                       ; 0     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17|lpm_constant17_lpm_constant_549_component                                                                                                             ; 0     ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst17                                                                                                                                                       ; 0     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|cmpr4|auto_generated                                                                                        ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|add_sub3|auto_generated                                                                                     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|add_sub1|auto_generated                                                                                     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder13                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15|altpriority_encoder12                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15                                             ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder13                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder12                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14                                             ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder7                                                                   ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder13                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder12                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9                                              ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder11                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder10                        ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8                                              ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2|altpriority_encoder6                                                                   ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altpriority_encoder2                                                                                        ; 16    ; 8              ; 0            ; 8              ; 4      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component|altbarrel_shift5                                                                                            ; 16    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4|altfp_convert1_altfp_convert_bqm_component                                                                                                             ; 10    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst4                                                                                                                                                        ; 10    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult1_altfp_mult_oon_component|man_product2_mult|auto_generated                                                                                  ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult1_altfp_mult_oon_component|man_round_adder|auto_generated                                                                                    ; 50    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult1_altfp_mult_oon_component|exp_bias_subtr|auto_generated                                                                                     ; 20    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult1_altfp_mult_oon_component|exp_adj_adder|auto_generated                                                                                      ; 21    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult1_altfp_mult_oon_component|exp_add_adder|auto_generated                                                                                      ; 22    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6|altfp_mult1_altfp_mult_oon_component                                                                                                                   ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst6                                                                                                                                                        ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst18|lpm_constant18_lpm_constant_919_component                                                                                                             ; 0     ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst18                                                                                                                                                       ; 0     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_limit_comparator|auto_generated                                                             ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_res_rounding_add_sub_upper1|auto_generated                                                             ; 27    ; 0              ; 13           ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_res_rounding_add_sub_lower|auto_generated                                                              ; 26    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_add_sub_upper1|auto_generated                                                                          ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_add_sub_upper0|auto_generated                                                                          ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_add_sub_lower|auto_generated                                                                           ; 33    ; 0              ; 2            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_2comp_res_upper1|auto_generated                                                                        ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_2comp_res_upper0|auto_generated                                                                        ; 33    ; 0              ; 2            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|man_2comp_res_lower|auto_generated                                                                         ; 33    ; 0              ; 2            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|add_sub6|auto_generated                                                                                    ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|add_sub5|auto_generated                                                                                    ; 21    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|add_sub4|auto_generated                                                                                    ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|add_sub3|auto_generated                                                                                    ; 12    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|add_sub2|auto_generated                                                                                    ; 21    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|add_sub1|auto_generated                                                                                    ; 21    ; 0              ; 2            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32|altpriority_encoder34 ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32|altpriority_encoder33 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31|altpriority_encoder28 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31|altpriority_encoder27 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30                                             ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26|altpriority_encoder28 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26|altpriority_encoder27 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25|altpriority_encoder28 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25|altpriority_encoder27 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder22                                                                   ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26|altpriority_encoder28 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26|altpriority_encoder27 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25|altpriority_encoder28 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25|altpriority_encoder27 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26|altpriority_encoder28 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26|altpriority_encoder27 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25|altpriority_encoder28 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25|altpriority_encoder27 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25                       ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23                                             ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt|altpriority_encoder21                                                                   ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|trailing_zeros_cnt                                                                                         ; 35    ; 11             ; 0            ; 11             ; 5      ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder14  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder13  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder14  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder13  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20                                              ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder14  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder13  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder14  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder13  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11                        ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19                                              ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder8                                                                    ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder14   ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder13   ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16                         ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15|altpriority_encoder18   ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15|altpriority_encoder17   ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15                         ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9                                               ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12|altpriority_encoder14  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst19|altfp_add_sub2_altfp_add_sub_23j_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder10|altpriority_encoder12|altpriority_encoder13  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
